Date,Close/Last,Volume,Open,High,Low
07/07/2017,1872,N/A,1872,1872,1872
07/06/2017,1927,N/A,1927,1927,1927
07/05/2017,1947,N/A,1947,1947,1947
07/03/2017,1958,N/A,1958,1958,1958
06/30/2017,1940,1,1912,1912,1912
06/29/2017,1861,N/A,1861,1861,1861
06/28/2017,1884,N/A,1884,1884,1884
06/27/2017,1863,N/A,1863,1863,1863
06/26/2017,1845,2,1813,1924,1813
06/23/2017,1879,1,1849,1849,1849
06/22/2017,1823,N/A,1823,1823,1823
06/21/2017,1853,1,1842,1842,1842
06/20/2017,1918,N/A,1918,1918,1918
06/19/2017,1934,2,1991,1991,1976
06/16/2017,2028,N/A,2028,2028,2028
06/15/2017,2026,N/A,2026,2026,2026
06/14/2017,2040,N/A,2040,2040,2040
06/13/2017,2022,N/A,2022,2022,2022
06/12/2017,2059,N/A,2059,2059,2059
06/09/2017,2020,N/A,2020,2020,2020
06/08/2017,1963,N/A,1963,1963,1963
06/07/2017,1963,N/A,1963,1963,1963
06/06/2017,1975,N/A,1975,1975,1975
06/05/2017,1988,N/A,1988,1988,1988
06/02/2017,2001,N/A,2001,2001,2001
06/01/2017,2024,N/A,2024,2024,2024
05/31/2017,2048,N/A,2048,2048,2048
05/30/2017,2037,N/A,2037,2037,2037
05/26/2017,1911,N/A,1911,1911,1911
05/25/2017,1877,N/A,1877,1877,1877
05/24/2017,1894,N/A,1894,1894,1894
05/23/2017,2021,N/A,2021,2021,2021
05/22/2017,2035,N/A,2035,2035,2035
05/19/2017,2028,N/A,2028,2028,2028
05/18/2017,2084,N/A,2084,2084,2084
05/17/2017,2054,11,2037,2037,2007
05/16/2017,2034,N/A,2034,2034,2034
05/15/2017,2041,N/A,2041,2041,2041
05/12/2017,2015,N/A,2015,2015,2015
05/11/2017,1952,N/A,1952,1952,1952
05/10/2017,1954,N/A,1954,1954,1954
05/09/2017,1960,N/A,1960,1960,1960
05/08/2017,1955,N/A,1955,1955,1955
05/05/2017,1866,N/A,1866,1866,1866
05/04/2017,1839,10,1786,1786,1780
05/03/2017,1780,N/A,1780,1780,1780
05/02/2017,1805,N/A,1805,1805,1805
05/01/2017,1812,N/A,1812,1812,1812
04/28/2017,1841,N/A,1841,1841,1841
04/27/2017,1868,N/A,1868,1868,1868
04/26/2017,1875,N/A,1875,1875,1875
04/25/2017,1852,N/A,1852,1852,1852
04/24/2017,1816,N/A,1816,1816,1816
